Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Michigan,US,2021-04-01 4:27,43.29265605,-84.60505416,2985,105,,,"Gratiot, Michigan, US",7332.170666,3.51758794
Michigan,US,2021-04-01 4:27,41.88753639,-84.59312019,3664,79,,,"Hillsdale, Michigan, US",8034.206776,2.156113537
Michigan,US,2021-04-01 4:27,46.89988536,-88.68495385,2828,40,,,"Houghton, Michigan, US",7925.120502,1.414427157
Michigan,US,2021-04-01 4:27,43.83353985,-83.04078453,2991,62,,,"Huron, Michigan, US",9654.304251,2.072885323
Michigan,US,2021-04-01 4:27,42.59716886,-84.37472069,19426,301,,,"Ingham, Michigan, US",6643.502527,1.549469783
Michigan,US,2021-04-01 4:27,42.94502238,-85.07413319,4561,74,,,"Ionia, Michigan, US",7049.785925,1.622451217
Michigan,US,2021-04-01 4:27,44.35486835,-83.63484895,1404,67,,,"Iosco, Michigan, US",5587.614916,4.772079772
Michigan,US,2021-04-01 4:27,46.20974132,-88.53136251,941,51,,,"Iron, Michigan, US",8503.524309,5.419766206
Michigan,US,2021-04-01 4:27,43.64060976,-84.84664923,4436,77,,,"Isabella, Michigan, US",6348.752004,1.735798016
Michigan,US,2021-04-01 4:27,42.24807035,-84.42258681,11592,232,,,"Jackson, Michigan, US",7313.103274,2.001380262
Michigan,US,2021-04-01 4:27,42.24542231,-85.53038622,17290,327,,,"Kalamazoo, Michigan, US",6522.90373,1.891266628
Michigan,US,2021-04-01 4:27,44.68512729,-85.09085699,778,16,,,"Kalkaska, Michigan, US",4313.116754,2.05655527
Michigan,US,2021-04-01 4:27,43.03197711,-85.54934642,56565,741,,,"Kent, Michigan, US",8610.178779,1.309997348
Michigan,US,2021-04-01 4:27,47.63197653,-88.41434263,155,2,,,"Keweenaw, Michigan, US",7325.141777,1.290322581
Michigan,US,2021-04-01 4:27,43.99050893,-85.802173,431,12,,,"Lake, Michigan, US",3636.210242,2.784222738
Michigan,US,2021-04-01 4:27,43.09052506,-83.22153148,6439,134,,,"Lapeer, Michigan, US",7349.869303,2.081068489
Michigan,US,2021-04-01 4:27,44.94430054,-85.80150326,989,16,,,"Leelanau, Michigan, US",4544.827903,1.617795753
Michigan,US,2021-04-01 4:27,41.89475156,-84.06603727,6993,130,,,"Lenawee, Michigan, US",7103.025871,1.859001859
Michigan,US,2021-04-01 4:27,42.60302282,-83.91297209,12303,153,,,"Livingston, Michigan, US",6407.979374,1.243599122
Michigan,US,2021-04-01 4:27,46.47227431,-85.54471223,258,1,,,"Luce, Michigan, US",4141.916841,0.387596899
Michigan,US,2021-04-01 4:27,46.07028979,-85.04980537,488,3,,,"Mackinac, Michigan, US",4518.936939,0.614754098
Michigan,US,2021-04-01 4:27,42.69158356,-82.92752801,72578,2025,,,"Macomb, Michigan, US",8304.385038,2.790101684
Michigan,US,2021-04-01 4:27,44.33352407,-86.05626916,863,21,,,"Manistee, Michigan, US",3514.129815,2.433371958
Michigan,US,2021-04-01 4:27,46.4338914,-87.64043701,4237,56,,,"Marquette, Michigan, US",6352.419077,1.321689875
Michigan,US,2021-04-01 4:27,43.99509218,-86.24988902,1388,27,,,"Mason, Michigan, US",4762.558331,1.945244957
Michigan,US,2021-04-01 4:27,43.64064262,-85.32463223,2255,22,,,"Mecosta, Michigan, US",5189.515108,0.975609756
Michigan,US,2021-04-01 4:27,45.58038692,-87.55370409,1930,41,,,"Menominee, Michigan, US",8472.344162,2.124352332
Michigan,US,2021-04-01 4:27,,,25928,149,,,"Michigan Department of Corrections (MDOC), Michigan, US",,0.574668312
Michigan,US,2021-04-01 4:27,43.64330771,-84.38804374,5582,69,,,"Midland, Michigan, US",6712.684593,1.236116087
Michigan,US,2021-04-01 4:27,44.33772443,-85.09256478,1100,20,,,"Missaukee, Michigan, US",7276.094722,1.818181818
Michigan,US,2021-04-01 4:27,41.92734151,-83.53749864,11584,212,,,"Monroe, Michigan, US",7697.009967,1.830110497
Michigan,US,2021-04-01 4:27,43.31082541,-85.15252824,3969,90,,,"Montcalm, Michigan, US",6212.43426,2.267573696
Michigan,US,2021-04-01 4:27,45.0275929,-84.12696227,399,18,,,"Montmorency, Michigan, US",4277.444254,4.511278195
Michigan,US,2021-04-01 4:27,43.29123859,-86.15176712,11250,307,,,"Muskegon, Michigan, US",6481.684201,2.728888889
Michigan,US,2021-04-01 4:27,43.554374,-85.80070107,3348,54,,,"Newaygo, Michigan, US",6835.443038,1.612903226
Michigan,US,2021-04-01 4:27,42.66090111,-83.38595416,87871,2060,,,"Oakland, Michigan, US",6987.286734,2.344345689
Michigan,US,2021-04-01 4:27,43.64124435,-86.26726673,2022,51,,,"Oceana, Michigan, US",7639.702271,2.522255193
Michigan,US,2021-04-01 4:27,44.33481032,-84.12725175,1188,34,,,"Ogemaw, Michigan, US",5657.951136,2.861952862
Michigan,US,2021-04-01 4:27,46.6652262,-89.31390481,431,21,,,"Ontonagon, Michigan, US",7534.965035,4.872389791
Michigan,US,2021-04-01 4:27,43.98992088,-85.32566756,1310,24,,,"Osceola, Michigan, US",5583.97272,1.832061069
Michigan,US,2021-04-01 4:27,44.68192279,-84.12939244,461,20,,,"Oscoda, Michigan, US",5593.981313,4.338394794
Michigan,US,2021-04-01 4:27,45.02085831,-84.59898295,1620,28,,,"Otsego, Michigan, US",6567.212583,1.728395062
Michigan,US,2021-04-01 4:27,42.95996803,-85.9969107,24830,364,,,"Ottawa, Michigan, US",8508.378165,1.465968586
Michigan,US,2021-04-01 4:27,,,1635,11,,,"Out of MI, Michigan, US",,0.672782875
Michigan,US,2021-04-01 4:27,45.34018577,-83.91498656,752,28,,,"Presque Isle, Michigan, US",5972.045743,3.723404255
Michigan,US,2021-04-01 4:27,44.33473082,-84.61067651,1511,39,,,"Roscommon, Michigan, US",6290.853075,2.581072138
Michigan,US,2021-04-01 4:27,43.33433923,-84.0513121,16222,532,,,"Saginaw, Michigan, US",8513.742593,3.279496979
Michigan,US,2021-04-01 4:27,43.42406072,-82.82055898,2971,84,,,"Sanilac, Michigan, US",7216.419723,2.827330865
Michigan,US,2021-04-01 4:27,46.19235734,-86.19972234,290,5,,,"Schoolcraft, Michigan, US",3582.900914,1.724137931
Michigan,US,2021-04-01 4:27,42.953928,-84.14585902,4465,84,,,"Shiawassee, Michigan, US",6554.417075,1.881298992
Michigan,US,2021-04-01 4:27,42.92655373,-82.67937954,12103,278,,,"St. Clair, Michigan, US",7605.826756,2.296951169
Michigan,US,2021-04-01 4:27,41.91441767,-85.52797979,5156,91,,,"St. Joseph, Michigan, US",8457.450299,1.764934057
Michigan,US,2021-04-01 4:27,43.46606813,-83.41897025,4009,141,,,"Tuscola, Michigan, US",7673.461575,3.517086555
Michigan,US,2021-04-01 4:27,,,18,0,,,"Unassigned, Michigan, US",,0
Michigan,US,2021-04-01 4:27,42.25190229,-86.01939087,5566,99,,,"Van Buren, Michigan, US",7354.942717,1.778656126
Michigan,US,2021-04-01 4:27,42.253105,-83.83853204,20946,249,,,"Washtenaw, Michigan, US",5698.025849,1.188771126
Michigan,US,2021-04-01 4:27,42.28098405,-83.281255,118987,4256,,,"Wayne, Michigan, US",6801.810737,3.576861338
Michigan,US,2021-04-01 4:27,44.33853602,-85.57712739,2038,25,,,"Wexford, Michigan, US",6059.885225,1.226692836
Minnesota,US,2021-04-01 4:27,46.60962049,-93.4116826,1217,36,,,"Aitkin, Minnesota, US",7660.833438,2.958093673
Minnesota,US,2021-04-01 4:27,45.27476015,-93.24604565,35529,407,,,"Anoka, Minnesota, US",9954.303613,1.145543077
Minnesota,US,2021-04-01 4:27,46.93479392,-95.67158144,3287,48,,,"Becker, Minnesota, US",9548.848154,1.460298144
Minnesota,US,2021-04-01 4:27,47.97373527,-94.93732139,3554,54,,,"Beltrami, Minnesota, US",7531.575824,1.519414744
Minnesota,US,2021-04-01 4:27,45.69804958,-93.99514135,4929,95,,,"Benton, Minnesota, US",12054.58681,1.927368635
Minnesota,US,2021-04-01 4:27,45.42712824,-96.41403739,543,4,,,"Big Stone, Minnesota, US",10879.58325,0.73664825
Minnesota,US,2021-04-01 4:27,44.03554215,-94.06699781,6530,39,,,"Blue Earth, Minnesota, US",9652.195764,0.597243492
Minnesota,US,2021-04-01 4:27,44.24205652,-94.72562874,2761,39,,,"Brown, Minnesota, US",11040.46705,1.412531691
Minnesota,US,2021-04-01 4:27,46.59180601,-92.67601019,3145,51,,,"Carlton, Minnesota, US",8767.528087,1.621621622
Minnesota,US,2021-04-01 4:27,44.82017001,-93.8009918,8821,41,,,"Carver, Minnesota, US",8393.837604,0.464799909
Minnesota,US,2021-04-01 4:27,46.95043611,-94.32603968,2312,26,,,"Cass, Minnesota, US",7763.860439,1.124567474
Minnesota,US,2021-04-01 4:27,45.02343421,-95.56403693,1420,36,,,"Chippewa, Minnesota, US",12033.89831,2.535211268
Minnesota,US,2021-04-01 4:27,45.5021011,-92.90861945,5219,48,,,"Chisago, Minnesota, US",9224.270489,0.919716421
Minnesota,US,2021-04-01 4:27,46.89289518,-96.48761922,7356,89,,,"Clay, Minnesota, US",11454.01887,1.209896683
Minnesota,US,2021-04-01 4:27,47.57992111,-95.37790562,742,14,,,"Clearwater, Minnesota, US",8414.606487,1.886792453
Minnesota,US,2021-04-01 4:27,47.90504893,-90.52629546,139,0,,,"Cook, Minnesota, US",2544.38953,0
Minnesota,US,2021-04-01 4:27,44.00715262,-95.18138802,1454,20,,,"Cottonwood, Minnesota, US",12986.78099,1.375515818
Minnesota,US,2021-04-01 4:27,46.48096553,-94.06755609,5540,85,,,"Crow Wing, Minnesota, US",8515.871186,1.534296029
Minnesota,US,2021-04-01 4:27,44.67172617,-93.06299363,39331,409,,,"Dakota, Minnesota, US",9167.616504,1.039892197
Minnesota,US,2021-04-01 4:27,44.02238415,-92.86244324,1621,4,,,"Dodge, Minnesota, US",7743.383969,0.246761258
Minnesota,US,2021-04-01 4:27,45.93348491,-95.45335469,4157,70,,,"Douglas, Minnesota, US",10899.03254,1.683906663
Minnesota,US,2021-04-01 4:27,43.67381499,-93.94787458,1379,18,,,"Faribault, Minnesota, US",10100.34425,1.305293691
Minnesota,US,2021-04-01 4:27,43.67394126,-92.08980382,1482,9,,,"Fillmore, Minnesota, US",7034.698818,0.607287449
Minnesota,US,2021-04-01 4:27,43.67385583,-93.34884422,3080,27,,,"Freeborn, Minnesota, US",10171.3946,0.876623377
Minnesota,US,2021-04-01 4:27,44.40849741,-92.7234195,4174,70,,,"Goodhue, Minnesota, US",9007.337074,1.677048395
Minnesota,US,2021-04-01 4:27,45.93424769,-96.01139609,517,8,,,"Grant, Minnesota, US",8657.066309,1.547388781
Minnesota,US,2021-04-01 4:27,45.00761521,-93.47694895,108017,1646,,,"Hennepin, Minnesota, US",8533.206725,1.523834211
Minnesota,US,2021-04-01 4:27,43.67129565,-91.49143057,1613,14,,,"Houston, Minnesota, US",8672.043011,0.867947923
Minnesota,US,2021-04-01 4:27,47.10778564,-94.91693868,1637,41,,,"Hubbard, Minnesota, US",7617.142059,2.504581552
Minnesota,US,2021-04-01 4:27,45.56181234,-93.29487636,3348,58,,,"Isanti, Minnesota, US",8247.117943,1.732377539
Minnesota,US,2021-04-01 4:27,47.51009045,-93.63092229,3420,51,,,"Itasca, Minnesota, US",7578.107689,1.49122807
Minnesota,US,2021-04-01 4:27,43.67423373,-95.15398258,1039,10,,,"Jackson, Minnesota, US",10552.50863,0.962463908
Minnesota,US,2021-04-01 4:27,45.9459309,-93.29275192,1192,21,,,"Kanabec, Minnesota, US",7296.321234,1.761744966
Minnesota,US,2021-04-01 4:27,45.1526059,-95.00586446,6050,79,,,"Kandiyohi, Minnesota, US",14004.95382,1.305785124
Minnesota,US,2021-04-01 4:27,48.77754106,-96.78317184,425,22,,,"Kittson, Minnesota, US",9888.320149,5.176470588
Minnesota,US,2021-04-01 4:27,48.24539665,-93.78352843,685,11,,,"Koochiching, Minnesota, US",5601.439202,1.605839416
Minnesota,US,2021-04-01 4:27,44.9973857,-96.17488219,718,21,,,"Lac qui Parle, Minnesota, US",10841.00861,2.924791086
Minnesota,US,2021-04-01 4:27,47.64270764,-91.44557998,769,19,,,"Lake, Minnesota, US",7226.764402,2.470741222
Minnesota,US,2021-04-01 4:27,48.77217001,-94.90274472,253,2,,,"Lake of the Woods, Minnesota, US",6764.705882,0.790513834
Minnesota,US,2021-04-01 4:27,44.37136597,-93.72844721,2545,22,,,"Le Sueur, Minnesota, US",8810.191436,0.864440079
Minnesota,US,2021-04-01 4:27,44.41311883,-96.26688165,535,2,,,"Lincoln, Minnesota, US",9487.497783,0.373831776
Minnesota,US,2021-04-01 4:27,44.41327865,-95.83806103,3295,47,,,"Lyon, Minnesota, US",12934.75701,1.426403642
Minnesota,US,2021-04-01 4:27,47.32557075,-95.80921485,468,7,,,"Mahnomen, Minnesota, US",8467.523069,1.495726496
Minnesota,US,2021-04-01 4:27,48.35825983,-96.37017407,825,16,,,"Marshall, Minnesota, US",8836.760925,1.939393939
Minnesota,US,2021-04-01 4:27,43.67429718,-94.55099908,2031,29,,,"Martin, Minnesota, US",10318.549,1.427868045
Minnesota,US,2021-04-01 4:27,44.82367677,-94.27287017,3647,54,,,"McLeod, Minnesota, US",10160.75558,1.480669043
Minnesota,US,2021-04-01 4:27,45.12328869,-94.52839455,2188,37,,,"Meeker, Minnesota, US",9422.099733,1.691042048
Minnesota,US,2021-04-01 4:27,45.93705297,-93.63236823,2531,47,,,"Mille Lacs, Minnesota, US",9631.997564,1.856973528
Minnesota,US,2021-04-01 4:27,46.01265363,-94.27341528,3643,55,,,"Morrison, Minnesota, US",10911.75942,1.509744716
Minnesota,US,2021-04-01 4:27,43.67142874,-92.75234549,4366,31,,,"Mower, Minnesota, US",10898.10793,0.710032066
Minnesota,US,2021-04-01 4:27,44.02216709,-95.76328482,981,8,,,"Murray, Minnesota, US",11972.17476,0.815494393
Minnesota,US,2021-04-01 4:27,44.35291112,-94.24710352,2840,42,,,"Nicollet, Minnesota, US",8286.16444,1.478873239
Minnesota,US,2021-04-01 4:27,43.67434621,-95.75329576,3923,47,,,"Nobles, Minnesota, US",18137.68551,1.198062707
Minnesota,US,2021-04-01 4:27,47.32628443,-96.45620947,495,9,,,"Norman, Minnesota, US",7764.705882,1.818181818
Minnesota,US,2021-04-01 4:27,44.00374114,-92.40209944,12344,94,,,"Olmsted, Minnesota, US",7798.197014,0.761503564
Minnesota,US,2021-04-01 4:27,46.40846929,-95.70835255,5141,71,,,"Otter Tail, Minnesota, US",8751.234127,1.38105427
Minnesota,US,2021-04-01 4:27,48.06642577,-96.0370814,1476,18,,,"Pennington, Minnesota, US",10453.99816,1.219512195
Minnesota,US,2021-04-01 4:27,46.12105238,-92.74070188,2975,20,,,"Pine, Minnesota, US",10057.81129,0.672268908
Minnesota,US,2021-04-01 4:27,44.02301619,-96.25841142,1051,25,,,"Pipestone, Minnesota, US",11516.54613,2.378686965
Minnesota,US,2021-04-01 4:27,47.77372465,-96.40134647,3531,66,,,"Polk, Minnesota, US",11258.13034,1.869158879
Minnesota,US,2021-04-01 4:27,45.58606667,-95.44451209,924,6,,,"Pope, Minnesota, US",8214.063472,0.649350649
Minnesota,US,2021-04-01 4:27,45.01625271,-93.09872295,45179,840,,,"Ramsey, Minnesota, US",8209.572231,1.8592709
Minnesota,US,2021-04-01 4:27,47.87197525,-96.09561104,373,5,,,"Red Lake, Minnesota, US",9198.520345,1.340482574
Minnesota,US,2021-04-01 4:27,44.40555844,-95.25207021,1556,34,,,"Redwood, Minnesota, US",10257.08635,2.185089974
Minnesota,US,2021-04-01 4:27,44.72836381,-94.94553734,1615,43,,,"Renville, Minnesota, US",11101.18229,2.6625387
Minnesota,US,2021-04-01 4:27,44.3543376,-93.29658715,7131,98,,,"Rice, Minnesota, US",10647.73338,1.374281307
Minnesota,US,2021-04-01 4:27,43.67482683,-96.25296832,1193,18,,,"Rock, Minnesota, US",12807.30005,1.508801341
Minnesota,US,2021-04-01 4:27,48.77501878,-95.81079919,1869,18,,,"Roseau, Minnesota, US",12324.43126,0.963081862
Minnesota,US,2021-04-01 4:27,44.6490231,-93.53340251,14697,112,,,"Scott, Minnesota, US",9862.897868,0.762060284
Minnesota,US,2021-04-01 4:27,45.44447208,-93.77617511,9582,78,,,"Sherburne, Minnesota, US",9854.172237,0.814026299
Minnesota,US,2021-04-01 4:27,44.5796592,-94.23164924,1272,10,,,"Sibley, Minnesota, US",8557.013118,0.786163522
Minnesota,US,2021-04-01 4:27,47.6048407,-92.46879855,15802,289,,,"St. Louis, Minnesota, US",7937.911287,1.82888242
Minnesota,US,2021-04-01 4:27,45.55192576,-94.61078221,19867,209,,,"Stearns, Minnesota, US",12334.0059,1.051995772
Minnesota,US,2021-04-01 4:27,44.02240351,-93.22627088,3345,11,,,"Steele, Minnesota, US",9127.124887,0.328849028
Minnesota,US,2021-04-01 4:27,45.58613007,-96.00163705,774,10,,,"Stevens, Minnesota, US",7893.931668,1.291989664
Minnesota,US,2021-04-01 4:27,45.2829032,-95.68264092,944,18,,,"Swift, Minnesota, US",10187.78329,1.906779661
Minnesota,US,2021-04-01 4:27,46.06996226,-94.89785296,2597,30,,,"Todd, Minnesota, US",10529.5167,1.155179053
Minnesota,US,2021-04-01 4:27,45.77298854,-96.47062949,345,5,,,"Traverse, Minnesota, US",10586.06935,1.449275362
Minnesota,US,2021-04-01 4:27,,,484,78,,,"Unassigned, Minnesota, US",,16.11570248
Minnesota,US,2021-04-01 4:27,44.28424356,-92.23121312,1947,3,,,"Wabasha, Minnesota, US",9002.635594,0.154083205
Minnesota,US,2021-04-01 4:27,46.58589171,-94.96968506,1369,20,,,"Wadena, Minnesota, US",10005.8471,1.46092038
Minnesota,US,2021-04-01 4:27,44.02211116,-93.58720034,2211,20,,,"Waseca, Minnesota, US",11879.43262,0.904568069
Minnesota,US,2021-04-01 4:27,45.03864533,-92.88429635,23368,272,,,"Washington, Minnesota, US",8904.130468,1.163984937
Minnesota,US,2021-04-01 4:27,43.97823903,-94.61413846,1219,9,,,"Watonwan, Minnesota, US",11186.56511,0.73831009
Minnesota,US,2021-04-01 4:27,46.35721532,-96.4684375,730,12,,,"Wilkin, Minnesota, US",11760.9151,1.643835616
Minnesota,US,2021-04-01 4:27,43.98772283,-91.78081305,4301,49,,,"Winona, Minnesota, US",8519.53094,1.139269937
Minnesota,US,2021-04-01 4:27,45.17297924,-93.96234781,13558,122,,,"Wright, Minnesota, US",9797.871033,0.899837734
Minnesota,US,2021-04-01 4:27,44.71710183,-95.86842453,1041,18,,,"Yellow Medicine, Minnesota, US",10722.01051,1.729106628
Mississippi,US,2021-04-01 4:27,31.47669768,-91.35326037,2429,82,,,"Adams, Mississippi, US",7913.85658,3.375874846
Mississippi,US,2021-04-01 4:27,34.88084463,-88.57996173,2956,63,,,"Alcorn, Mississippi, US",7999.350526,2.131258457
Mississippi,US,2021-04-01 4:27,31.17467303,-90.80501621,1181,38,,,"Amite, Mississippi, US",9603.968448,3.217612193
Mississippi,US,2021-04-01 4:27,33.08658803,-89.57838564,2128,73,,,"Attala, Mississippi, US",11709.03489,3.430451128
Mississippi,US,2021-04-01 4:27,34.81681228,-89.18945516,964,25,,,"Benton, Mississippi, US",11672.11527,2.593360996
Mississippi,US,2021-04-01 4:27,33.79696941,-90.87372121,4755,127,,,"Bolivar, Mississippi, US",15525.00979,2.670872766
Mississippi,US,2021-04-01 4:27,33.93683395,-89.33686647,1623,30,,,"Calhoun, Mississippi, US",11301.4414,1.848428835
Mississippi,US,2021-04-01 4:27,33.44834567,-89.91994479,1205,25,,,"Carroll, Mississippi, US",12114.20529,2.074688797
Mississippi,US,2021-04-01 4:27,33.91983202,-88.9481545,2033,56,,,"Chickasaw, Mississippi, US",11886.80348,2.754549926
Mississippi,US,2021-04-01 4:27,33.34598242,-89.24809382,723,16,,,"Choctaw, Mississippi, US",8806.333739,2.213001383
Mississippi,US,2021-04-01 4:27,31.97061673,-90.90702196,1011,30,,,"Claiborne, Mississippi, US",11248.33111,2.96735905
Mississippi,US,2021-04-01 4:27,32.04158545,-88.6889622,1749,75,,,"Clarke, Mississippi, US",11254.10205,4.288164666
Mississippi,US,2021-04-01 4:27,33.65358105,-88.77784255,1817,54,,,"Clay, Mississippi, US",9406.709464,2.971931756
Mississippi,US,2021-04-01 4:27,34.22772299,-90.60415045,2881,76,,,"Coahoma, Mississippi, US",13022.05749,2.637972926
Mississippi,US,2021-04-01 4:27,31.86977774,-90.44565118,2903,62,,,"Copiah, Mississippi, US",10343.84465,2.135721667
Mississippi,US,2021-04-01 4:27,31.63225413,-89.55389939,2533,80,,,"Covington, Mississippi, US",13591.97253,3.158310304
Mississippi,US,2021-04-01 4:27,34.87625235,-89.99091418,20531,247,,,"DeSoto, Mississippi, US",11101.13818,1.203058789
Mississippi,US,2021-04-01 4:27,31.18961454,-89.25832496,7479,144,,,"Forrest, Mississippi, US",9985.713713,1.925391095
Mississippi,US,2021-04-01 4:27,31.47786634,-90.89672989,806,22,,,"Franklin, Mississippi, US",10449.8898,2.729528536
Mississippi,US,2021-04-01 4:27,30.86259065,-88.64436789,2367,46,,,"George, Mississippi, US",9661.22449,1.943388255
Mississippi,US,2021-04-01 4:27,31.21444233,-88.63922281,1293,33,,,"Greene, Mississippi, US",9517.150007,2.552204176
Mississippi,US,2021-04-01 4:27,33.77036166,-89.80245083,2529,80,,,"Grenada, Mississippi, US",12183.25465,3.163305654
Mississippi,US,2021-04-01 4:27,30.41830223,-89.48851033,3676,84,,,"Hancock, Mississippi, US",7717.50084,2.285092492
Mississippi,US,2021-04-01 4:27,30.51359752,-89.12467576,17356,299,,,"Harrison, Mississippi, US",8341.022684,1.722747177
Mississippi,US,2021-04-01 4:27,32.2656285,-90.44435448,19684,404,,,"Hinds, Mississippi, US",8490.338164,2.052428368
Mississippi,US,2021-04-01 4:27,33.12345854,-90.08923538,1852,71,,,"Holmes, Mississippi, US",10887.71311,3.833693305
Mississippi,US,2021-04-01 4:27,33.12825718,-90.52252707,941,32,,,"Humphreys, Mississippi, US",11669.14683,3.40063762
Mississippi,US,2021-04-01 4:27,32.72531359,-90.97392828,168,6,,,"Issaquena, Mississippi, US",12660.13564,3.571428571
Mississippi,US,2021-04-01 4:27,34.27993475,-88.3606733,2952,76,,,"Itawamba, Mississippi, US",12620.77811,2.574525745
Mississippi,US,2021-04-01 4:27,30.54020656,-88.64184064,13028,241,,,"Jackson, Mississippi, US",9071.349492,1.849861836
Mississippi,US,2021-04-01 4:27,32.01922104,-89.11786866,2192,47,,,"Jasper, Mississippi, US",13379.72288,2.144160584
Mississippi,US,2021-04-01 4:27,31.73397872,-91.03764977,643,28,,,"Jefferson, Mississippi, US",9198.855508,4.354587869
Mississippi,US,2021-04-01 4:27,31.56884708,-89.8267099,1042,32,,,"Jefferson Davis, Mississippi, US",9363.767074,3.071017274
Mississippi,US,2021-04-01 4:27,31.62257767,-89.168969,8247,158,,,"Jones, Mississippi, US",12110.48783,1.915848187
Mississippi,US,2021-04-01 4:27,32.75462946,-88.64105766,944,25,,,"Kemper, Mississippi, US",9690.002053,2.648305085
Mississippi,US,2021-04-01 4:27,34.35687874,-89.48490961,5938,116,,,"Lafayette, Mississippi, US",10992.42859,1.953519704
Mississippi,US,2021-04-01 4:27,31.20572971,-89.5077704,6053,84,,,"Lamar, Mississippi, US",9555.909887,1.387741616
Mississippi,US,2021-04-01 4:27,32.40419769,-88.66229662,7064,234,,,"Lauderdale, Mississippi, US",9529.848229,3.312570781
Mississippi,US,2021-04-01 4:27,31.55147224,-90.10841127,1251,23,,,"Lawrence, Mississippi, US",9939.615446,1.838529177
Mississippi,US,2021-04-01 4:27,32.7536828,-89.52402044,2595,73,,,"Leake, Mississippi, US",11388.57193,2.813102119
Mississippi,US,2021-04-01 4:27,34.2918775,-88.68149954,9808,169,,,"Lee, Mississippi, US",11479.9382,1.723083197
Mississippi,US,2021-04-01 4:27,33.55545125,-90.29900733,3460,124,,,"Leflore, Mississippi, US",12276.90452,3.583815029
Mississippi,US,2021-04-01 4:27,31.53288662,-90.45391915,3848,107,,,"Lincoln, Mississippi, US",11266.9458,2.780665281
Mississippi,US,2021-04-01 4:27,33.47386518,-88.4419153,6228,144,,,"Lowndes, Mississippi, US",10628.89325,2.312138728
Mississippi,US,2021-04-01 4:27,32.63389156,-90.03513564,9816,208,,,"Madison, Mississippi, US",9236.6757,2.118989405
Mississippi,US,2021-04-01 4:27,31.23132643,-89.8209217,2640,79,,,"Marion, Mississippi, US",10743.49896,2.992424242
Mississippi,US,2021-04-01 4:27,34.76216286,-89.50299462,4228,99,,,"Marshall, Mississippi, US",11979.37326,2.34153264
Mississippi,US,2021-04-01 4:27,33.89236763,-88.4808438,4047,131,,,"Monroe, Mississippi, US",11480.1997,3.236965654
Mississippi,US,2021-04-01 4:27,33.49419589,-89.61729103,1250,41,,,"Montgomery, Mississippi, US",12787.72379,3.28
Mississippi,US,2021-04-01 4:27,32.75339664,-89.11726492,3954,175,,,"Neshoba, Mississippi, US",13579.22934,4.425897825
Mississippi,US,2021-04-01 4:27,32.40021118,-89.11843336,2425,57,,,"Newton, Mississippi, US",11537.72957,2.350515464
Mississippi,US,2021-04-01 4:27,33.11009499,-88.56949061,1252,31,,,"Noxubee, Mississippi, US",12018.8154,2.476038339
Mississippi,US,2021-04-01 4:27,33.42491685,-88.87905132,4520,97,,,"Oktibbeha, Mississippi, US",9115.292315,2.146017699
Mississippi,US,2021-04-01 4:27,34.36398677,-89.95064249,4418,103,,,"Panola, Mississippi, US",12921.15115,2.331371661
Mississippi,US,2021-04-01 4:27,30.77090935,-89.58677275,4380,137,,,"Pearl River, Mississippi, US",7886.91816,3.127853881
Mississippi,US,2021-04-01 4:27,31.17161885,-88.99281835,1245,38,,,"Perry, Mississippi, US",10398.39639,3.052208835
Mississippi,US,2021-04-01 4:27,31.17507789,-90.40392572,3145,101,,,"Pike, Mississippi, US",8004.988801,3.211446741
Mississippi,US,2021-04-01 4:27,34.226046,-89.03636807,4152,72,,,"Pontotoc, Mississippi, US",12904.82999,1.734104046
Mississippi,US,2021-04-01 4:27,34.61810501,-88.51986294,2743,59,,,"Prentiss, Mississippi, US",10916.97843,2.150929639
Mississippi,US,2021-04-01 4:27,34.25157572,-90.28908,785,16,,,"Quitman, Mississippi, US",11557.71496,2.038216561
Mississippi,US,2021-04-01 4:27,32.26469147,-89.94537876,13220,274,,,"Rankin, Mississippi, US",8514.146235,2.072617247
Mississippi,US,2021-04-01 4:27,32.4067041,-89.53789439,3070,72,,,"Scott, Mississippi, US",10915.94368,2.345276873
Mississippi,US,2021-04-01 4:27,32.88149103,-90.8159538,494,17,,,"Sharkey, Mississippi, US",11432.53876,3.441295547
Mississippi,US,2021-04-01 4:27,31.91282117,-89.91716179,2855,84,,,"Simpson, Mississippi, US",10709.73066,2.942206655
Mississippi,US,2021-04-01 4:27,32.01744532,-89.50644846,1572,34,,,"Smith, Mississippi, US",9876.853481,2.162849873
Mississippi,US,2021-04-01 4:27,30.79187949,-89.11547539,1771,30,,,"Stone, Mississippi, US",9658.595113,1.693958216
Mississippi,US,2021-04-01 4:27,33.60192578,-90.58882684,3271,88,,,"Sunflower, Mississippi, US",13026.6826,2.690308774
Mississippi,US,2021-04-01 4:27,33.95339918,-90.1729398,1743,40,,,"Tallahatchie, Mississippi, US",12622.20291,2.294893861
Mississippi,US,2021-04-01 4:27,34.65133709,-89.94485778,3194,80,,,"Tate, Mississippi, US",11277.85036,2.504696306
Mississippi,US,2021-04-01 4:27,34.76872156,-88.90988194,2830,68,,,"Tippah, Mississippi, US",12854.87168,2.402826855
